ID,Country,Region,City,Chinese Name
7792,France,Rhône-Alpes,Rumilly,Not Found
7793,France,Ile-de-France,Bois-Colombes,布瓦哥倫布
7794,France,Ile-de-France,La Garenne-Colombes,Not Found
7795,France,Nord-Pas-de-Calais,Hem,Not Found
7796,France,Rhône-Alpes,Fontaine,芳田
7797,France,Rhône-Alpes,Cran-Gevrier,Not Found
7798,France,Ile-de-France,Montmorency,蒙特摩倫西
7799,France,Alsace,Cernay,瑟內
7800,France,Ile-de-France,Rosny-sous-Bois,Not Found
7801,France,Midi-Pyrénées,Blagnac,布拉涅克
7802,France,Ile-de-France,Châtillon,夏提永
7803,France,Lorraine,Sarreguemines,薩赫格敏
7804,France,Rhône-Alpes,Givors,吉法赫
7805,France,Ile-de-France,Fontenay-le-Fleury,Not Found
7806,France,Lower Normandy,Tourlaville,Not Found
7807,France,Midi-Pyrénées,Plaisance-du-Touch,Not Found
7808,France,Languedoc-Roussillon,Lunel,呂內勒
7809,France,Lorraine,Villers-lès-Nancy,Not Found
7810,France,Ile-de-France,Sannois,Not Found
7811,France,Languedoc-Roussillon,Castelnau-le-Lez,Not Found
7812,France,Nord-Pas-de-Calais,Isbergues,Not Found
7813,France,Ile-de-France,Saint-Brice-sous-Forêt,Not Found
7814,France,Burgundy,Le Creusot,科佐
7815,-,-,-,
7816,France,Burgundy,Cosne-Cours-sur-Loire,Not Found
7817,France,Nord-Pas-de-Calais,Longuenesse,Not Found
7818,France,Rhône-Alpes,Tassin-la-Demi-Lune,Not Found
7819,France,Upper Normandy,Yvetot,伊夫托
7820,France,Ile-de-France,Vitry-sur-Seine,Not Found
7821,France,Ile-de-France,Neuilly-sur-Seine,Not Found
7822,France,Champagne-Ardenne,Tinqueux,Not Found
7823,France,Rhône-Alpes,Sallanches,Not Found
7824,France,Ile-de-France,Meudon,默敦
7825,France,Auvergne,Thiers,提耶赫
7826,France,Lorraine,Creutzwald,克羅伊茲沃德
7827,France,Nord-Pas-de-Calais,Harnes,阿恩
7828,France,Languedoc-Roussillon,Lattes,Not Found
7829,France,Nord-Pas-de-Calais,Saint-Saulve,Not Found
7830,France,Centre-Val de Loire,Vierzon,Not Found
7831,France,Ile-de-France,Joinville-le-Pont,Not Found
7832,France,Provence-Alpes-Côte d'Azur,Fréjus,夫雷敘
7833,France,Pays de la Loire,Mayenne,美彥
7834,France,Ile-de-France,Noisy-le-Grand,Not Found
7835,France,Provence-Alpes-Côte d'Azur,Châteaurenard,夏托赫納
7836,France,-,-,
7837,France,Nord-Pas-de-Calais,Wasquehal,Not Found
7838,France,Ile-de-France,Saint-Cyr-l'École,Not Found
7839,France,Free County,Audincourt,奧丹庫爾
7840,France,Champagne-Ardenne,Saint-Dizier,聖迪吉耶
7841,France,Nord-Pas-de-Calais,Gravelines,卡夫令
7842,France,Nord-Pas-de-Calais,Roncq,Not Found
7843,France,Nord-Pas-de-Calais,Oignies,瓦寧
7844,France,Ile-de-France,Aubergenville,奧柏根維勒
7845,France,Ile-de-France,Bourg-la-Reine,Not Found
7846,France,Alsace,Wittenheim,Not Found
7847,France,Rhône-Alpes,Cluses,克呂茲
7848,France,Rhône-Alpes,Annemasse,安馬斯
7849,France,Champagne-Ardenne,Langres,隆格黑
7850,France,Ile-de-France,La Celle-Saint-Cloud,Not Found
7851,France,Aquitaine,Marmande,馬孟德
7852,France,Free County,Dole,多勒
7853,France,Ile-de-France,Malakoff,馬拉科夫
7854,France,Ile-de-France,Saint-Mandé,Not Found
7855,-,-,-,
7856,France,Ile-de-France,Le Bourget,Not Found
7857,France,Brittany,Ploufragan,Not Found
7858,France,Lorraine,Vandœuvre-lès-Nancy,Not Found
7859,France,Ile-de-France,Mantes-la-Ville,Not Found
7860,France,Brittany,Fougères,福熱爾
7861,-,-,-,
7862,France,Ile-de-France,Massy,馬夕
7863,France,Provence-Alpes-Côte d'Azur,Gap,加普
7864,France,Upper Normandy,Dieppe,第厄普
7865,France,Burgundy,Montceau-les-Mines,Not Found
7866,France,Provence-Alpes-Côte d'Azur,Mandelieu-la-Napoule,Not Found
7867,France,Upper Normandy,Évreux,埃甫勒
7868,France,Ile-de-France,Herblay,Not Found
7869,France,Nord-Pas-de-Calais,Douchy-les-Mines,杜希米內
7870,France,Languedoc-Roussillon,Carcassonne,卡卡孫
7871,France,Ile-de-France,Houilles,烏耶
7872,France,Ile-de-France,Le Plessis-Trévise,Not Found
7873,France,Languedoc-Roussillon,Sète,塞特
7874,France,Languedoc-Roussillon,Mende,門德
7875,France,Nord-Pas-de-Calais,Calais,卡利斯
7876,France,Provence-Alpes-Côte d'Azur,Saint-Laurent-du-Var,Not Found
7877,France,Pays de la Loire,Rezé,Not Found
7878,France,Nord-Pas-de-Calais,Condé-sur-l'Escaut,Not Found
7879,France,Ile-de-France,Limay,帕索里邁
7880,France,Lorraine,Woippy,Not Found
7881,France,Languedoc-Roussillon,Agde,阿格德
7882,France,Brittany,Quimperlé,坎佩列
7883,France,Centre-Val de Loire,Saint-Jean-de-la-Ruelle,Not Found
7884,France,Ile-de-France,Courbevoie,古貝弗瓦
7885,France,Ile-de-France,Livry-Gargan,Not Found
7886,-,-,-,
7887,France,Provence-Alpes-Côte d'Azur,Orange,奧宏吉
7888,France,Picardy,Beauvais,波微
7889,France,Centre-Val de Loire,Vernouillet,Not Found
7890,France,Rhône-Alpes,Écully,Not Found
7891,France,Rhône-Alpes,Albertville,亞伯特維勒
7892,France,Picardy,Méru,美魯
7893,France,Ile-de-France,Gennevilliers,珍維利厄勒
7894,France,Nord-Pas-de-Calais,Bully-les-Mines,Not Found
7895,France,Ile-de-France,Éragny,Not Found
7896,France,Lorraine,Pont-à-Mousson,Not Found
7897,France,-,-,
7898,France,Nord-Pas-de-Calais,Mouvaux,Not Found
7899,France,Ile-de-France,Sceaux,索鎮
7900,France,Free County,Vesoul,維舒勒
7901,France,Ile-de-France,La Courneuve,科內夫
7902,France,Champagne-Ardenne,Épernay,艾柏內
7903,France,Ile-de-France,Carrières-sous-Poissy,Not Found
7904,France,Midi-Pyrénées,Graulhet,考列
7905,France,Ile-de-France,Le Pré-Saint-Gervais,Not Found
7906,France,Languedoc-Roussillon,Bagnols-sur-Cèze,Not Found
7907,France,Brittany,Morlaix,摩列克斯
7908,France,Centre-Val de Loire,Montargis,蒙塔日
7909,France,Midi-Pyrénées,Saint-Gaudens,聖哥當
7910,France,Ile-de-France,Suresnes,Not Found
7911,France,Burgundy,Autun,奧頓
7912,France,Provence-Alpes-Côte d'Azur,Berre-l'Étang,Not Found
7913,France,Rhône-Alpes,Ambérieu-en-Bugey,Not Found
7914,France,Auvergne,Le Puy-en-Velay,Not Found
7915,France,Rhône-Alpes,Oullins,烏蘭
7916,France,Midi-Pyrénées,Rodez,賀德茲
7917,France,Aquitaine,Villenave-d'Ornon,Not Found
7918,France,Auvergne,Issoire,伊斯瓦赫
7919,France,Aquitaine,Gujan-Mestras,Not Found
7920,France,Lorraine,Fameck,Not Found
7921,France,Picardy,Montataire,蒙塔提赫
7922,France,Ile-de-France,Villiers-sur-Marne,Not Found
7923,France,Alsace,Rixheim,Not Found
7924,France,Rhône-Alpes,Vénissieux,Not Found
7925,-,-,-,
7926,France,Rhône-Alpes,Seyssinet-Pariset,Not Found
7927,France,Centre-Val de Loire,Fleury-les-Aubrais,Not Found
7928,France,Nord-Pas-de-Calais,Valenciennes,瓦隆先
7929,France,Nord-Pas-de-Calais,Haubourdin,奧布丹
7930,France,Ile-de-France,Montigny-lès-Cormeilles,Not Found
7931,France,Ile-de-France,Les Mureaux,Not Found
7932,France,Ile-de-France,L'Haÿ-les-Roses,Not Found
7933,France,Upper Normandy,Déville-lès-Rouen,Not Found
7934,-,-,-,
7935,France,Limousin,Ussel,於塞勒
7936,France,Ile-de-France,Chaville,夏維勒
7937,France,Provence-Alpes-Côte d'Azur,Bollène,波連
7938,France,Nord-Pas-de-Calais,Bruay-la-Buissière,Not Found
7939,France,Ile-de-France,Saint-Gratien,Not Found
7940,France,Rhône-Alpes,Privas,普利瓦
7941,France,Ile-de-France,Montfermeil,Not Found
7942,France,Ile-de-France,Saint-Maurice,聖摩希斯
7943,France,Champagne-Ardenne,Saint-André-les-Vergers,Not Found
7944,France,Languedoc-Roussillon,Villeneuve-lès-Avignon,Not Found
7945,France,Nord-Pas-de-Calais,Lens,朗斯
7946,France,Ile-de-France,Alfortville,Not Found
7947,France,Rhône-Alpes,Bellegarde-sur-Valserine,Not Found
7948,France,Provence-Alpes-Côte d'Azur,Le Cannet,卡內
7949,France,Ile-de-France,Goussainville,Not Found
7950,France,Ile-de-France,Argenteuil,阿戎堆
7951,France,Provence-Alpes-Côte d'Azur,Pertuis,珀通灣
7952,France,Nord-Pas-de-Calais,Loos,洛歐
7953,France,Centre-Val de Loire,Saint-Amand-Montrond,Not Found
7954,France,Pays de la Loire,Bouguenais,布格內
7955,France,Rhône-Alpes,Saint-Priest,Not Found
7956,France,Ile-de-France,Sartrouville,Not Found
7957,France,Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,Not Found
7958,France,Rhône-Alpes,Bourg-lès-Valence,瓦隆斯堡
7959,France,Auvergne,Yzeure,Not Found
7960,France,Ile-de-France,Gif-sur-Yvette,Not Found
7961,France,Upper Normandy,Le Grand-Quevilly,Not Found
7962,France,Ile-de-France,Cormeilles-en-Parisis,Not Found
7963,France,Burgundy,Chalon-sur-Saône,Not Found
7964,France,Ile-de-France,Sainte-Geneviève-des-Bois,Not Found
7965,France,-,-,
7966,France,Ile-de-France,Fontainebleau,芳田布羅(楓丹白露)
7967,France,Provence-Alpes-Côte d'Azur,Apt,阿普特
7968,France,Ile-de-France,Nogent-sur-Marne,Not Found
7969,France,Lorraine,Saint-Avold,Not Found
7970,France,Ile-de-France,Thiais,Not Found
7971,France,Aquitaine,Saint-Médard-en-Jalles,Not Found
7972,France,Ile-de-France,Fontenay-sous-Bois,Not Found
7973,France,Nord-Pas-de-Calais,Arras,阿哈
7974,France,Aquitaine,Mont-de-Marsan,蒙馬頌
7975,France,Aquitaine,Pessac,Not Found
7976,France,Ile-de-France,Champigny-sur-Marne,Not Found
7977,France,Nord-Pas-de-Calais,Sallaumines,Not Found
7978,France,Burgundy,Nevers,內未赫
7979,France,Ile-de-France,Issy-les-Moulineaux,伊息[慕里諾]
7980,France,Ile-de-France,Créteil,凱代爾
7981,France,Ile-de-France,Boissy-Saint-Léger,Not Found
7982,France,Pays de la Loire,Laval,拉瓦爾
7983,France,Ile-de-France,Longjumeau,Not Found
7984,France,Ile-de-France,Mitry-Mory,Not Found
7985,France,Lorraine,Villerupt,Not Found
7986,France,Rhône-Alpes,Romans-sur-Isère,Not Found
7987,France,Alsace,Sélestat,塞勒斯塔
7988,France,Brittany,Hennebont,恩朋
7989,France,Ile-de-France,Charenton-le-Pont,Not Found
7990,France,Nord-Pas-de-Calais,Courrières,古希厄赫
7991,France,Ile-de-France,Rueil-Malmaison,Not Found
7992,France,Centre-Val de Loire,Saran,Not Found
7993,-,-,-,
7994,France,Aquitaine,Le Bouscat,布斯卡
7995,France,Nord-Pas-de-Calais,Auchel,奧塞爾
7996,France,Alsace,Bischwiller,比什維勒
7997,France,Ile-de-France,Coulommiers,古洛米耶
7998,France,Ile-de-France,Fresnes,弗侖
7999,France,Ile-de-France,Saint-Cloud,Not Found
8000,France,Ile-de-France,Noisy-le-Sec,Not Found
8001,France,Aquitaine,La Teste-de-Buch,Not Found
8002,France,Ile-de-France,Maurepas,Not Found
8003,France,Pays de la Loire,Trélazé,帖拉哲
8004,France,Ile-de-France,Plaisir,Not Found
8005,France,Provence-Alpes-Côte d'Azur,Vallauris,Not Found
8006,France,Nord-Pas-de-Calais,Halluin,阿呂昂
8007,France,Brittany,Cesson-Sévigné,瑟頌塞維涅
8008,France,Ile-de-France,Châtenay-Malabry,夏特內馬拉布希
8009,France,Ile-de-France,Bobigny,波比尼
8010,France,Nord-Pas-de-Calais,Lambersart,隆伯薩赫
8011,France,Champagne-Ardenne,La Chapelle-Saint-Luc,Not Found
8012,France,Lorraine,Saint-Dié-des-Vosges,Not Found
8013,France,Ile-de-France,Domont,多蒙
8014,France,Ile-de-France,Soisy-sous-Montmorency,Not Found
8015,France,Burgundy,Mâcon,馬貢
8016,France,Ile-de-France,Brétigny-sur-Orge,Not Found
8017,France,Provence-Alpes-Côte d'Azur,Roquebrune-sur-Argens,Not Found
8018,France,Nord-Pas-de-Calais,Wattignies,Not Found
8019,France,Midi-Pyrénées,Gaillac,加雅克
8020,France,Provence-Alpes-Côte d'Azur,Cavaillon,卡威永
8021,France,Pays de la Loire,Cholet,紹列
8022,France,-,-,
8023,-,-,-,
8024,France,Nord-Pas-de-Calais,Fourmies,福密
8025,France,Ile-de-France,Marly-le-Roi,Not Found
8026,France,Alsace,Riedisheim,Not Found
8027,France,Ile-de-France,Mantes-la-Jolie,Not Found
8028,France,Nord-Pas-de-Calais,La Madeleine,Not Found
8029,France,Upper Normandy,Oissel,Not Found
8030,France,Pays de la Loire,Saint-Sébastien-sur-Loire,Not Found
8031,France,Midi-Pyrénées,Muret,米黑
8032,France,Brittany,Concarneau,貢卡諾
8033,France,Ile-de-France,Sevran,Not Found
8034,France,Ile-de-France,Melun,麥倫
8035,France,Rhône-Alpes,Montélimar,蒙特利馬
8036,France,Ile-de-France,Ris-Orangis,Not Found
8037,France,Ile-de-France,Vauréal,Not Found
8038,France,Upper Normandy,Barentin,巴宏旦
8039,France,Nord-Pas-de-Calais,Raismes,黑斯母
8040,France,Alsace,Hœnheim,Not Found
8041,France,Ile-de-France,Élancourt,Not Found
8042,France,Free County,Belfort,貝爾弗赫
8043,France,Nord-Pas-de-Calais,Liévin,利埃溫
8044,France,Rhône-Alpes,Villefranche-sur-Saône,Not Found
8045,France,Provence-Alpes-Côte d'Azur,Draguignan,塔吉良
8046,France,Centre-Val de Loire,Saint-Jean-de-Braye,Not Found
8047,France,Ile-de-France,Garges-lès-Gonesse,Not Found
8048,France,Provence-Alpes-Côte d'Azur,Beausoleil,波薩來
8049,France,Ile-de-France,Lagny-sur-Marne,Not Found
8050,France,Rhône-Alpes,Saint-Just-Saint-Rambert,Not Found
8051,France,Nord-Pas-de-Calais,Cambrai,坎布來
8052,France,Alsace,Illzach,Not Found
8053,France,Ile-de-France,Provins,普洛萬
8054,France,Ile-de-France,Évry,艾甫希
8055,France,Rhône-Alpes,Caluire-et-Cuire,卡呂赫居赫
8056,France,Alsace,Schiltigheim,Not Found
8057,France,Ile-de-France,Vigneux-sur-Seine,Not Found
8058,France,Midi-Pyrénées,Albi,阿勒比
8059,France,Provence-Alpes-Côte d'Azur,Grasse,格拉斯
8060,France,Provence-Alpes-Côte d'Azur,Châteauneuf-les-Martigues,馬提克新堡
8061,France,Upper Normandy,Vernon,弗農
8062,France,Rhône-Alpes,Le Pont-de-Claix,Not Found
8063,France,Ile-de-France,Ermont,艾蒙
8064,France,Ile-de-France,Cachan,卡頌
8065,France,Provence-Alpes-Côte d'Azur,La Crau,Not Found
8066,-,-,-,
8067,France,Ile-de-France,Sucy-en-Brie,Not Found
8068,France,Ile-de-France,Bagnolet,Not Found
8069,France,Ile-de-France,Nemours,內木赫
8070,France,Pays de la Loire,Vertou,Not Found
8071,France,Ile-de-France,Bezons,貝戎
8072,France,Rhône-Alpes,Rive-de-Gier,希弗吉艾
8073,France,Rhône-Alpes,Thonon-les-Bains,多農[班]
8074,France,Picardy,Pont-Sainte-Maxence,Not Found
8075,France,Nord-Pas-de-Calais,Saint-Martin-Boulogne,Not Found
8076,France,Rhône-Alpes,Tarare,塔哈赫
8077,France,Centre-Val de Loire,Amboise,安布瓦士
8078,France,Nord-Pas-de-Calais,Villeneuve-d'Ascq,Not Found
8079,France,Nord-Pas-de-Calais,Outreau,Not Found
8080,France,-,-,
8081,France,Nord-Pas-de-Calais,Bruay-sur-l'Escaut,Not Found
8082,France,Brittany,Guipavas,Not Found
8083,France,Upper Normandy,Fécamp,非貢
8084,France,Ile-de-France,L'Isle-Adam,Not Found
8085,France,Ile-de-France,Carrières-sur-Seine,Not Found
8086,France,Rhône-Alpes,Saint-Fons,Not Found
8087,France,Auvergne,Aurillac,奧里雅克
8088,France,Midi-Pyrénées,Colomiers,Not Found
8089,France,Ile-de-France,Le Raincy,罕西
8090,France,Ile-de-France,Morsang-sur-Orge,Not Found
8091,France,Pays de la Loire,Orvault,Not Found
8092,France,Lorraine,Forbach,福巴赫
8093,France,Nord-Pas-de-Calais,Mons-en-Barœul,Not Found
8094,France,Centre-Val de Loire,Vendôme,文棟
8095,France,Nord-Pas-de-Calais,Avion,阿維昂
8096,France,Lorraine,Montigny-lès-Metz,Not Found
8097,France,Ile-de-France,Les Clayes-sous-Bois,Not Found
8098,France,Upper Normandy,Bernay,倍內
8099,France,Rhône-Alpes,Valence,瓦隆斯
8100,-,-,-,
8101,France,Ile-de-France,Le Perreux-sur-Marne,Not Found
8102,France,Brittany,Pontivy,朋提維
8103,France,Nord-Pas-de-Calais,Saint-Omer,聖奧美
8104,France,Picardy,Chantilly,尚提伊
8105,France,Nord-Pas-de-Calais,Hazebrouck,阿茲布胡克
8106,France,Limousin,Tulle,帝勒
8107,France,Ile-de-France,Montgeron,Not Found
8108,France,Provence-Alpes-Côte d'Azur,Villeneuve-Loubet,Not Found
8109,France,Provence-Alpes-Côte d'Azur,Allauch,阿洛赫
8110,France,Aquitaine,Floirac,Not Found
8111,France,Nord-Pas-de-Calais,Bondues,邦迪厄
8112,France,Burgundy,Chenôve,榭諾弗
8113,France,Upper Normandy,Bolbec,波爾貝克
8114,France,Languedoc-Roussillon,Castelnaudary,卡斯提諾達希
8115,France,Languedoc-Roussillon,Saint-Gilles,聖吉勒
8116,France,Provence-Alpes-Côte d'Azur,Istres,伊斯特
8117,France,Pays de la Loire,Saumur,索米爾
8118,France,Ile-de-France,Le Kremlin-Bicêtre,Not Found
8119,France,Nord-Pas-de-Calais,Douai,杜厄
8120,France,Rhône-Alpes,Saint-Chamond,聖沙蒙
8121,France,Upper Normandy,Val-de-Reuil,Not Found
8122,France,Ile-de-France,Arnouville,Not Found
8123,-,-,-,
8124,France,Auvergne,Cournon-d'Auvergne,Not Found
8125,France,Pays de la Loire,Les Ponts-de-Cé,Not Found
8126,France,Midi-Pyrénées,Lourdes,盧德
8127,France,Lorraine,Toul,土勒
8128,France,Provence-Alpes-Côte d'Azur,Sainte-Maxime,Not Found
8129,-,-,-,
8130,France,Champagne-Ardenne,Châlons-en-Champagne,夏隆尚帕日
8131,France,Provence-Alpes-Côte d'Azur,Aubagne,奧巴內
8132,France,Ile-de-France,Villeparisis,Not Found
8133,France,Picardy,Nogent-sur-Oise,Not Found
8134,France,Upper Normandy,Montivilliers,Not Found
8135,France,Ile-de-France,Saint-Michel-sur-Orge,Not Found
8136,France,Champagne-Ardenne,Chaumont,秀蒙
8137,France,Upper Normandy,Bois-Guillaume,布瓦紀永
8138,France,Nord-Pas-de-Calais,Saint-Amand-les-Eaux,Not Found
8139,France,Ile-de-France,Champs-sur-Marne,Not Found
8140,France,Provence-Alpes-Côte d'Azur,Salon de Provence,Not Found
8141,France,Rhône-Alpes,Meyzieu,Not Found
8142,France,Ile-de-France,Fontenay-aux-Roses,Not Found
8143,France,Ile-de-France,Yerres,Not Found
8144,France,Ile-de-France,Pierrefitte-sur-Seine,Not Found
8145,France,Ile-de-France,Villetaneuse,Not Found
8146,France,Ile-de-France,Bonneuil-sur-Marne,Not Found
8147,France,Provence-Alpes-Côte d'Azur,Antibes,安提伯
8148,France,Upper Normandy,Louviers,盧維耶赫
8149,France,-,-,
8150,France,Ile-de-France,Sarcelles,Not Found
8151,France,Rhône-Alpes,Le Chambon-Feugerolles,Not Found
8152,France,Ile-de-France,Romainville,Not Found
8153,France,Centre-Val de Loire,Gien,日安
8154,France,Centre-Val de Loire,Issoudun,伊索敦
8155,France,Nord-Pas-de-Calais,Hénin-Beaumont,艾南波蒙
8156,France,Alsace,Haguenau,阿格諾
8157,France,Brittany,Auray,奧雷
8158,France,Brittany,Landerneau,隆德諾
8159,France,Alsace,Bischheim,比什恩母
8160,France,Provence-Alpes-Côte d'Azur,Marignane,Not Found
8161,France,Centre-Val de Loire,Amilly,阿米里
8162,France,Free County,Saint-Claude,Not Found
8163,France,Brittany,Plouzané,Not Found
8164,France,Nord-Pas-de-Calais,Boulogne-sur-Mer,Not Found
8165,France,Rhône-Alpes,Voiron,瓦宏
8166,France,Provence-Alpes-Côte d'Azur,Vitrolles,維特羅勒
8167,France,Provence-Alpes-Côte d'Azur,La Trinité,千里達島
8168,France,Centre-Val de Loire,Blois,布耳瓦
8169,France,-,-,
8170,France,Rhône-Alpes,Francheville,Not Found
8171,France,Ile-de-France,Saint-Denis,聖丹尼
8172,France,Ile-de-France,Jouy-le-Moutier,Not Found
8173,France,Ile-de-France,Gagny,加尼
8174,France,Picardy,Crépy-en-Valois,Not Found
8175,France,Nord-Pas-de-Calais,Lys-lez-Lannoy,Not Found
8176,France,Ile-de-France,Trappes,特拉佩
8177,France,Brittany,Plérin,Not Found
8178,France,Centre-Val de Loire,Bourges,布赫吉
8179,France,Nord-Pas-de-Calais,Marly,Not Found
8180,France,Ile-de-France,Choisy-le-Roi,Not Found
8181,France,Centre-Val de Loire,Romorantin-Lanthenay,Not Found
8182,France,Provence-Alpes-Côte d'Azur,Gardanne,加丹
8183,France,Ile-de-France,Vanves,Not Found
8184,France,Ile-de-France,Villejuif,維勒猶夫
8185,France,Burgundy,Saint-Vallier,Not Found
8186,France,Alsace,Guebwiller,吉布維列
8187,France,Burgundy,Digoin,第管
8188,France,Provence-Alpes-Côte d'Azur,Ollioules,Not Found
8189,France,Centre-Val de Loire,Olivet,Not Found
8190,France,Nord-Pas-de-Calais,Somain,Not Found
8191,France,Nord-Pas-de-Calais,Wattrelos,Not Found
8192,France,Rhône-Alpes,Annecy,安錫
8193,France,Ile-de-France,Valenton,Not Found
8194,France,Lorraine,Laxou,Not Found
8195,France,Pays de la Loire,La Chapelle-sur-Erdre,Not Found
8196,France,Upper Normandy,Elbeuf,厄柏夫
8197,France,Ile-de-France,Versailles,凡爾賽
8198,France,Ile-de-France,Villeneuve-Saint-Georges,聖喬治新城
8199,France,Ile-de-France,Brunoy,Not Found
8200,France,Burgundy,Sens,松斯
8201,France,Ile-de-France,Maisons-Laffitte,Not Found
8202,France,Pays de la Loire,Saint-Herblain,Not Found
8203,France,Provence-Alpes-Côte d'Azur,Cagnes-sur-Mer,Not Found
8204,France,Alsace,Saint-Louis,聖路易
8205,France,Picardy,Compiègne,貢皮厄內
8206,France,Midi-Pyrénées,L'Union,Not Found
8207,France,Provence-Alpes-Côte d'Azur,Cannes,坎城
8208,France,Auvergne,Riom,希翁
8209,France,Upper Normandy,Le Petit-Quevilly,Not Found
8210,France,Lower Normandy,Granville,孔維勒
8211,France,Lorraine,Bar-le-Duc,Not Found
8212,France,Alsace,Illkirch-Graffenstaden,Not Found
8213,France,Nord-Pas-de-Calais,Méricourt,美希固赫
8214,France,Burgundy,Beaune,波恩
